#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3
10	51260450	51787356	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
10	51260450	51787356	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
10	51260450	51787356	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
10	51260450	51787356	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
10	51260450	51787356	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
10	51260450	51787356	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
10	51260450	51787356	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
10	51787356	74140520	MPAM06PT1	1|1	0.7668735864237893	3|2	0.2331264135762107	2|2	0.0	2|1	0.0
10	51787356	74140520	MPAM06PT10	1|1	0.6214728965059255	3|2	0.3134929583106113	2|2	0.0	2|1	0.0650341451834631
10	51787356	74140520	MPAM06PT2	1|1	0.7208184518994245	3|2	0.2791815481005755	2|2	0.0	2|1	0.0
10	51787356	74140520	MPAM06PT3	1|1	0.7694526450070667	3|2	0.2305473549929333	2|2	0.0	2|1	0.0
10	51787356	74140520	MPAM06PT4	1|1	0.3621479727649376	3|2	0.0	2|2	0.5635151848144422	2|1	0.0743368424206201
10	51787356	74140520	MPAM06PT5	1|1	0.8711732412299596	3|2	0.1288267587700404	2|2	0.0	2|1	0.0
10	51787356	74140520	MPAM06PT7	1|1	0.8124791605712867	3|2	0.1875208394287133	2|2	0.0	2|1	0.0
10	51787356	74140520	MPAM06PT8	1|1	0.5322664784161162	3|2	0.0	2|2	0.42284950435239	2|1	0.0448840172314937
10	51787356	74140520	MPAM06PT9	1|1	0.7474143078526612	3|2	0.046403858809337	2|2	0.1761818333380018	2|1	0.03
10	74140520	81198502	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|1	0.0	2|2	0.0
10	74140520	81198502	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|1	0.0	2|2	0.0650341451834631
10	74140520	81198502	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|1	0.0	2|2	0.0
10	74140520	81198502	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|1	0.0	2|2	0.0
10	74140520	81198502	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|1	0.5635151848144422	2|2	0.0743368424206201
10	74140520	81198502	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|1	0.0	2|2	0.0
10	74140520	81198502	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|1	0.0	2|2	0.0
10	74140520	81198502	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|1	0.42284950435239	2|2	0.0448840172314937
10	74140520	81198502	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|1	0.1761818333380018	2|2	0.03
10	81198502	81654693	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
10	81198502	81654693	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
10	81198502	81654693	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
10	81198502	81654693	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
10	81198502	81654693	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
10	81198502	81654693	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
10	81198502	81654693	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
10	81198502	81654693	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
10	81198502	81654693	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
10	81654693	99071956	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|1	0.0	2|2	0.0
10	81654693	99071956	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|1	0.0	2|2	0.0650341451834631
10	81654693	99071956	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|1	0.0	2|2	0.0
10	81654693	99071956	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|1	0.0	2|2	0.0
10	81654693	99071956	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|1	0.5635151848144422	2|2	0.0743368424206201
10	81654693	99071956	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|1	0.0	2|2	0.0
10	81654693	99071956	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|1	0.0	2|2	0.0
10	81654693	99071956	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|1	0.42284950435239	2|2	0.0448840172314937
10	81654693	99071956	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|1	0.1761818333380018	2|2	0.03
10	99071956	99442791	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
10	99071956	99442791	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
10	99071956	99442791	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
10	99071956	99442791	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
10	99071956	99442791	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
10	99071956	99442791	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
10	99071956	99442791	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
10	99071956	99442791	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
10	99071956	99442791	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
10	99442791	127578421	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|1	0.0	2|2	0.0
10	99442791	127578421	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|1	0.0	2|2	0.0650341451834631
10	99442791	127578421	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|1	0.0	2|2	0.0
10	99442791	127578421	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|1	0.0	2|2	0.0
10	99442791	127578421	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|1	0.5635151848144422	2|2	0.0743368424206201
10	99442791	127578421	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|1	0.0	2|2	0.0
10	99442791	127578421	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|1	0.0	2|2	0.0
10	99442791	127578421	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|1	0.42284950435239	2|2	0.0448840172314937
10	99442791	127578421	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|1	0.1761818333380018	2|2	0.03
10	127578421	127621434	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
10	127578421	127621434	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
10	127578421	127621434	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
10	127578421	127621434	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
10	127578421	127621434	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
10	127578421	127621434	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
10	127578421	127621434	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
10	127578421	127621434	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
10	127578421	127621434	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
10	127621434	132211822	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|1	0.0	2|2	0.0
10	127621434	132211822	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|1	0.0	2|2	0.0650341451834631
10	127621434	132211822	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|1	0.0	2|2	0.0
10	127621434	132211822	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|1	0.0	2|2	0.0
10	127621434	132211822	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|1	0.5635151848144422	2|2	0.0743368424206201
10	127621434	132211822	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|1	0.0	2|2	0.0
10	127621434	132211822	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|1	0.0	2|2	0.0
10	127621434	132211822	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|1	0.42284950435239	2|2	0.0448840172314937
10	127621434	132211822	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|1	0.1761818333380018	2|2	0.03
10	132211822	132417480	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
10	132211822	132417480	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
10	132211822	132417480	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
10	132211822	132417480	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
10	132211822	132417480	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
10	132211822	132417480	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
10	132211822	132417480	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
10	132211822	132417480	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
10	132211822	132417480	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
10	132417480	135083728	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|1	0.0	2|2	0.0
10	132417480	135083728	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|1	0.0	2|2	0.0650341451834631
10	132417480	135083728	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|1	0.0	2|2	0.0
10	132417480	135083728	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|1	0.0	2|2	0.0
10	132417480	135083728	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|1	0.5635151848144422	2|2	0.0743368424206201
10	132417480	135083728	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|1	0.0	2|2	0.0
10	132417480	135083728	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|1	0.0	2|2	0.0
10	132417480	135083728	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|1	0.42284950435239	2|2	0.0448840172314937
10	132417480	135083728	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|1	0.1761818333380018	2|2	0.03
10	135083728	135389790	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
10	135083728	135389790	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
10	135083728	135389790	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
10	135083728	135389790	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
10	135083728	135389790	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
10	135083728	135389790	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
10	135083728	135389790	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
10	135083728	135389790	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
10	135083728	135389790	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
10	135389790	135534748	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
10	135389790	135534748	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
10	135389790	135534748	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
10	135389790	135534748	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
10	135389790	135534748	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
10	135389790	135534748	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
10	135389790	135534748	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
10	135389790	135534748	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
10	135389790	135534748	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
11	1	43177662	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
11	1	43177662	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
11	1	43177662	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
11	1	43177662	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
11	1	43177662	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
11	1	43177662	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
11	1	43177662	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
11	1	43177662	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
11	1	43177662	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
11	43177662	44148497	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|1	0.0
11	43177662	44148497	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|1	0.0650341451834631
11	43177662	44148497	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|1	0.0
11	43177662	44148497	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|1	0.0
11	43177662	44148497	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|1	0.0743368424206201
11	43177662	44148497	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|1	0.0
11	43177662	44148497	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|1	0.0
11	43177662	44148497	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|1	0.0448840172314937
11	43177662	44148497	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|1	0.03
11	44148497	50450778	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
11	44148497	50450778	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
11	44148497	50450778	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
11	44148497	50450778	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
11	44148497	50450778	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
11	44148497	50450778	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
11	44148497	50450778	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
11	44148497	50450778	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
11	44148497	50450778	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
11	50450778	50589644	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|1	0.0
11	50450778	50589644	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|1	0.0650341451834631
11	50450778	50589644	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|1	0.0
11	50450778	50589644	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|1	0.0
11	50450778	50589644	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|1	0.0743368424206201
11	50450778	50589644	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|1	0.0
11	50450778	50589644	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|1	0.0
11	50450778	50589644	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|1	0.0448840172314937
11	50450778	50589644	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|1	0.03
11	50589644	51241152	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
11	50589644	51241152	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
11	50589644	51241152	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
11	50589644	51241152	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
11	50589644	51241152	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
11	50589644	51241152	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
11	50589644	51241152	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
11	50589644	51241152	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
11	50589644	51241152	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
11	51241152	51600001	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
11	51241152	51600001	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
11	51241152	51600001	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
11	51241152	51600001	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
11	51241152	51600001	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
11	51241152	51600001	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
11	51241152	51600001	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
11	51241152	51600001	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
11	51241152	51600001	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
11	55700003	122860472	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
11	55700003	122860472	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
11	55700003	122860472	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
11	55700003	122860472	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
11	55700003	122860472	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
11	55700003	122860472	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
11	55700003	122860472	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
11	55700003	122860472	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
11	55700003	122860472	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
11	122860472	123130991	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
11	122860472	123130991	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
11	122860472	123130991	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
11	122860472	123130991	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
11	122860472	123130991	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
11	122860472	123130991	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
11	122860472	123130991	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
11	122860472	123130991	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
11	122860472	123130991	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
11	123130991	134900089	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
11	123130991	134900089	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
11	123130991	134900089	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
11	123130991	134900089	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
11	123130991	134900089	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
11	123130991	134900089	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
11	123130991	134900089	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
11	123130991	134900089	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
11	123130991	134900089	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
11	134900089	135006517	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|1	0.0
11	134900089	135006517	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|1	0.0650341451834631
11	134900089	135006517	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|1	0.0
11	134900089	135006517	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|1	0.0
11	134900089	135006517	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|1	0.0743368424206201
11	134900089	135006517	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|1	0.0
11	134900089	135006517	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|1	0.0
11	134900089	135006517	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|1	0.0448840172314937
11	134900089	135006517	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|1	0.03
12	1	152542	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
12	1	152542	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
12	1	152542	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
12	1	152542	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
12	1	152542	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
12	1	152542	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
12	1	152542	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
12	1	152542	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
12	1	152542	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
12	152542	177892	MPAM06PT1	1|1	0.7668735864237893	4|2	0.2331264135762107	4|2	0.0	4|2	0.0
12	152542	177892	MPAM06PT10	1|1	0.6214728965059255	4|2	0.3134929583106113	4|2	0.0	4|2	0.0650341451834631
12	152542	177892	MPAM06PT2	1|1	0.7208184518994245	4|2	0.2791815481005755	4|2	0.0	4|2	0.0
12	152542	177892	MPAM06PT3	1|1	0.7694526450070667	4|2	0.2305473549929333	4|2	0.0	4|2	0.0
12	152542	177892	MPAM06PT4	1|1	0.3621479727649376	4|2	0.0	4|2	0.5635151848144422	4|2	0.0743368424206201
12	152542	177892	MPAM06PT5	1|1	0.8711732412299596	4|2	0.1288267587700404	4|2	0.0	4|2	0.0
12	152542	177892	MPAM06PT7	1|1	0.8124791605712867	4|2	0.1875208394287133	4|2	0.0	4|2	0.0
12	152542	177892	MPAM06PT8	1|1	0.5322664784161162	4|2	0.0	4|2	0.42284950435239	4|2	0.0448840172314937
